OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,Order Quantity,Discount Applied,Unit Price,Unit Cost,Customer Names,Product Name,Sales Team,City Name,Population,Household Income,Median Income,State,Unit Profit
SO - 0007691,In-Store,WARE-PUJ1005,2020-06-18,2020-11-13,2020-11-24,2020-12-04,USD,8,0.2,2633.1,1764.1770000000001,Linde ,Wreaths,Keith Griffin,Tulsa,403505,164471,42284,Oklahoma,868.9229999999998
SO - 0007692,Distributor,WARE-UHY1004,2020-09-26,2020-11-13,2020-12-11,2020-12-17,USD,4,0.2,871.0,653.25,Nipro ,Sculptures,Roy Rice,Newark,281944,92675,33139,New Jersey,217.75
SO - 0007693,Online,WARE-NMK1003,2020-06-18,2020-11-14,2020-11-16,2020-11-18,USD,8,0.05,984.9,512.148,Select ,Bedroom Furniture,Shawn Wallace,Thornton (Township),169468,62380,41024,Illinois,472.75199999999995
SO - 0007694,Online,WARE-UHY1004,2020-06-18,2020-11-14,2020-12-04,2020-12-13,USD,7,0.1,1105.5,884.4000000000001,Linde ,Collectibles,Anthony Torres,New Orleans,389617,153140,36792,Louisiana,221.0999999999999
SO - 0007695,In-Store,WARE-MKL1006,2020-06-18,2020-11-14,2020-12-08,2020-12-12,USD,6,0.075,3068.6,1442.242,"PEDIFIX, Corp",Clocks,Shawn Cook,Kent,126952,42233,60191,Washington,1626.358
SO - 0007696,Online,WARE-NBV1002,2020-06-18,2020-11-14,2020-12-12,2020-12-14,USD,3,0.05,2371.8,1541.67,O.E. Ltd,Wall Coverings,Todd Roberts,Victorville,122225,31886,45894,California,830.1300000000001
SO - 0007697,Online,WARE-UHY1004,2020-06-18,2020-11-14,2020-11-30,2020-12-02,USD,4,0.2,3470.6,2221.184,O.E. Ltd,Basketball,Nicholas Cunningham,Springfield,154341,55644,34728,Massachusetts,1249.4159999999997
SO - 0007698,In-Store,WARE-NBV1002,2020-06-18,2020-11-14,2020-11-17,2020-11-26,USD,6,0.075,180.9,103.113,Ascend Ltd,Mirrors,Jonathan Hawkins,Roseville,130269,46547,75867,California,77.787
SO - 0007699,In-Store,WARE-PUJ1005,2020-06-18,2020-11-14,2020-12-01,2020-12-04,USD,1,0.15,1139.0,945.37,21st Ltd,Floral,George Lewis,Brooklyn,2636735,880727,32135,New York,193.63
SO - 0007700,Online,WARE-NMK1003,2020-06-18,2020-11-14,2020-11-18,2020-11-19,USD,6,0.05,850.9,578.6120000000001,Procter Corp,Table Lamps,Shawn Wallace,Proviso,151772,54255,53281,Illinois,272.2879999999999
SO - 0007701,Online,WARE-PUJ1005,2020-09-26,2020-11-14,2020-12-11,2020-12-17,USD,3,0.15,3055.2000000000003,1894.2240000000002,U.S. Ltd,Bathroom Furniture,Frank Brown,Philadelphia,1567442,581050,38253,Pennsylvania,1160.976
SO - 0007702,In-Store,WARE-MKL1006,2020-06-18,2020-11-14,2020-11-29,2020-12-09,USD,5,0.15,2619.7000000000003,1414.6380000000001,21st Ltd,Wine Storage,George Lewis,Tyler,103700,37644,42840,Texas,1205.0620000000001
SO - 0007703,Online,WARE-NMK1003,2020-06-18,2020-11-14,2020-12-05,2020-12-08,USD,8,0.1,1983.2,1685.72,Winthrop ,Outdoor Furniture,Paul Holmes,Orlando,270934,105359,42318,Florida,297.48
SO - 0007704,In-Store,WARE-XYS1001,2020-09-26,2020-11-15,2020-11-26,2020-12-05,USD,1,0.05,3772.1,1961.492,"3LAB, Ltd",Phones,Carl Nguyen,El Monte,116732,30752,38085,California,1810.608
SO - 0007705,In-Store,WARE-UHY1004,2020-06-18,2020-11-15,2020-11-19,2020-11-22,USD,8,0.15,221.1,139.293,Select ,Computers,Shawn Cook,Grand Rapids,195097,73026,40355,Michigan,81.80699999999999
SO - 0007706,Distributor,WARE-MKL1006,2020-06-18,2020-11-15,2020-12-03,2020-12-13,USD,6,0.075,864.3000000000001,579.0810000000001,"3LAB, Ltd",Pendants,Anthony Torres,Mesquite,144788,47795,49604,Texas,285.21899999999994
SO - 0007707,In-Store,WARE-PUJ1005,2020-06-18,2020-11-15,2020-12-06,2020-12-13,USD,3,0.2,1715.2,926.2080000000001,Wuxi Group,Bar Tools,Joshua Ryan,Buffalo,258071,110549,31918,New York,788.992
SO - 0007708,Online,WARE-NMK1003,2020-06-18,2020-11-15,2020-12-03,2020-12-11,USD,6,0.075,5869.2,2347.68,Prasco Group,Platters,Frank Brown,Lyons (Township),112890,39769,66065,Illinois,3521.52
SO - 0007709,Wholesale,WARE-NMK1003,2020-06-18,2020-11-15,2020-12-10,2020-12-17,USD,1,0.05,167.5,97.14999999999999,U.S. Ltd,Ornaments,Donald Reynolds,Chicago,2720546,1035436,48522,Illinois,70.35000000000001
SO - 0007710,In-Store,WARE-MKL1006,2020-09-26,2020-11-15,2020-11-18,2020-11-19,USD,5,0.2,2304.8,1912.9840000000002,Ei ,Wall Frames,Joshua Bennett,Mesquite,144788,47795,49604,Texas,391.81600000000003
SO - 0007711,Online,WARE-NMK1003,2020-06-18,2020-11-16,2020-12-02,2020-12-06,USD,7,0.3,1132.3,781.2869999999999,Dharma Ltd,Outdoor Furniture,Shawn Wallace,Davenport,102582,41100,47343,Iowa,351.01300000000003
SO - 0007712,Online,WARE-NMK1003,2020-06-18,2020-11-16,2020-12-13,2020-12-14,USD,3,0.1,3289.7000000000003,1677.747,Nipro ,Wall Frames,Nicholas Cunningham,Lafayette,127657,50025,46517,Louisiana,1611.9530000000002
SO - 0007713,In-Store,WARE-PUJ1005,2020-09-26,2020-11-16,2020-11-30,2020-12-03,USD,1,0.05,3738.6,1869.3,Trigen ,Serveware,Jerry Green,College Station,107889,36175,34186,Texas,1869.3
SO - 0007714,Distributor,WARE-UHY1004,2020-06-18,2020-11-16,2020-12-04,2020-12-10,USD,7,0.05,3879.3,1745.6850000000002,E. Ltd,Ornaments,Roy Rice,High Point,110268,40973,42299,North Carolina,2133.615
SO - 0007715,In-Store,WARE-NMK1003,2020-06-18,2020-11-16,2020-11-23,2020-11-24,USD,3,0.05,6224.3,3672.337,E. Ltd,Wall Coverings,Joshua Little,Athens,123912,45389,39464,Georgia,2551.963
SO - 0007716,Distributor,WARE-NMK1003,2020-06-18,2020-11-16,2020-12-10,2020-12-16,USD,2,0.075,2432.1,1240.3709999999999,Ei ,Floral,Anthony Torres,Hialeah,237069,69219,29249,Florida,1191.729
SO - 0007717,In-Store,WARE-UHY1004,2020-09-26,2020-11-16,2020-12-07,2020-12-13,USD,4,0.3,1005.0,633.15,Avon Corp,Collectibles,Joshua Bennett,Omaha,443885,173764,49896,Nebraska,371.85
SO - 0007718,In-Store,WARE-XYS1001,2020-09-26,2020-11-16,2020-11-29,2020-12-02,USD,5,0.4,3953.0,2648.51,"Fenwal, Corp",Blankets,Keith Griffin,East Los Angeles,127610,31400,38766,California,1304.4899999999998
SO - 0007719,Online,WARE-PUJ1005,2020-06-18,2020-11-16,2020-11-27,2020-12-07,USD,4,0.1,1011.7,424.914,Capweld ,Wardrobes,Anthony Berry,Hillsboro,102347,35284,67757,Oregon,586.7860000000001
SO - 0007720,Wholesale,WARE-XYS1001,2020-06-18,2020-11-16,2020-11-23,2020-11-29,USD,4,0.05,214.4,115.77600000000001,New Ltd,Rugs,Shawn Torres,Oakland,419267,158424,54618,California,98.624
SO - 0007721,Online,WARE-NMK1003,2020-06-18,2020-11-16,2020-11-20,2020-11-29,USD,6,0.15,2452.2000000000003,1716.5400000000002,AuroMedics Corp,Dining Furniture,Todd Roberts,Waterbury,108802,40213,40467,Connecticut,735.6600000000001
SO - 0007722,Online,WARE-XYS1001,2020-09-26,2020-11-16,2020-12-02,2020-12-06,USD,1,0.15,187.6,105.05600000000001,Pure Group,Wall Coverings,Frank Brown,Garden Grove,175393,46998,58449,California,82.54399999999998
SO - 0007723,In-Store,WARE-XYS1001,2020-06-18,2020-11-16,2020-12-02,2020-12-09,USD,2,0.05,2854.2000000000003,1712.5200000000002,Sundial ,Bathroom Furniture,Shawn Cook,Carlsbad,113453,42791,90597,California,1141.68
SO - 0007724,In-Store,WARE-UHY1004,2020-06-18,2020-11-16,2020-12-13,2020-12-19,USD,4,0.15,261.3,138.489,Wuxi Group,Vanities,Stephen Payne,Shreveport,197204,77500,38583,Louisiana,122.811
SO - 0007725,In-Store,WARE-UHY1004,2020-06-18,2020-11-16,2020-12-01,2020-12-09,USD,2,0.05,5688.3,3526.746,Mylan Corp,Vanities,Joshua Ryan,Woodbridge (Township),102105,33375,79720,New Jersey,2161.554
SO - 0007726,Distributor,WARE-NMK1003,2020-09-26,2020-11-17,2020-11-22,2020-11-23,USD,5,0.2,931.3000000000001,772.979,21st Ltd,Audio,Samuel Fowler,Cedar Rapids,130405,53328,53581,Iowa,158.32100000000003
SO - 0007727,In-Store,WARE-NBV1002,2020-06-18,2020-11-17,2020-11-20,2020-11-26,USD,4,0.2,1118.9,850.364,Niconovum Corp,Home Fragrances,Adam Hernandez,San Buenaventura (Ventura),109708,41029,66995,California,268.53600000000006
SO - 0007728,Online,WARE-NMK1003,2020-09-26,2020-11-17,2020-11-21,2020-11-28,USD,5,0.075,1112.2,533.856,Rochester Ltd,Wall Frames,Frank Brown,Miramar,137132,38474,65282,Florida,578.344
SO - 0007729,Wholesale,WARE-MKL1006,2020-06-18,2020-11-17,2020-11-23,2020-11-26,USD,2,0.1,1909.5,916.56,AuroMedics Corp,Wine Storage,Patrick Graham,Madison,248951,104087,54896,Wisconsin,992.94
SO - 0007730,Online,WARE-UHY1004,2020-09-26,2020-11-17,2020-12-01,2020-12-09,USD,5,0.15,5601.2,4312.924,"3LAB, Ltd",Rugs,Frank Brown,Warren,135358,53493,43523,Michigan,1288.2759999999998
SO - 0007731,Online,WARE-NMK1003,2020-09-26,2020-11-17,2020-11-29,2020-12-03,USD,8,0.05,951.4,608.896,Dharma Ltd,Stemware,Anthony Torres,St. Petersburg,257083,105443,45748,Florida,342.504
SO - 0007732,Wholesale,WARE-PUJ1005,2020-06-18,2020-11-17,2020-12-03,2020-12-05,USD,4,0.15,194.3,97.15,Llorens Ltd,Vases,Carlos Miller,Norman,120284,44911,51491,Oklahoma,97.15
SO - 0007733,Distributor,WARE-XYS1001,2020-09-26,2020-11-17,2020-12-08,2020-12-15,USD,4,0.05,3195.9,1981.458,Ei ,Ornaments,Douglas Tucker,Carlsbad,113453,42791,90597,California,1214.442
SO - 0007734,In-Store,WARE-UHY1004,2020-06-18,2020-11-17,2020-11-26,2020-11-30,USD,7,0.075,1956.4,1565.1200000000001,Procter Corp,Photo Frames,Adam Hernandez,Wilmington,115933,48425,42128,North Carolina,391.28
SO - 0007735,In-Store,WARE-PUJ1005,2020-06-18,2020-11-17,2020-11-19,2020-11-27,USD,8,0.05,938.0,656.5999999999999,"PEDIFIX, Corp",Vases,Jerry Green,Eugene,163460,66093,43101,Oregon,281.4000000000001
SO - 0007736,Distributor,WARE-XYS1001,2020-09-26,2020-11-17,2020-11-20,2020-11-29,USD,1,0.15,2237.8,1902.13,O.E. Ltd,Bakeware,Patrick Graham,Fontana,207460,49975,64824,California,335.6700000000001
SO - 0007737,In-Store,WARE-UHY1004,2020-09-26,2020-11-17,2020-11-23,2020-11-25,USD,8,0.4,3685.0,3095.4,Medsep Group,Festive,Keith Griffin,Fargo,118523,49962,46175,North Dakota,589.5999999999999
SO - 0007738,Online,WARE-NMK1003,2020-06-18,2020-11-17,2020-12-15,2020-12-20,USD,1,0.2,2820.7000000000003,1664.213,E. Ltd,Collectibles,Paul Holmes,Springfield,116565,50575,49868,Illinois,1156.4870000000003
SO - 0007739,In-Store,WARE-UHY1004,2020-06-18,2020-11-17,2020-12-15,2020-12-24,USD,2,0.05,857.6,445.95200000000006,Burt's Corp,Clocks,Joshua Bennett,Sunrise Manor,187647,60366,39586,Nevada,411.64799999999997
SO - 0007740,In-Store,WARE-NMK1003,2020-09-26,2020-11-18,2020-12-03,2020-12-10,USD,1,0.05,871.0,679.38,Uriel Group,Bar Tools,Jonathan Hawkins,Fort Lauderdale,178590,73446,50778,Florida,191.62
SO - 0007741,Online,WARE-NMK1003,2020-06-18,2020-11-18,2020-12-05,2020-12-08,USD,7,0.05,3658.2000000000003,2780.2320000000004,Weimei Corp,Basketball,Paul Holmes,Thornton,133451,42679,66948,Colorado,877.9679999999998
SO - 0007742,In-Store,WARE-MKL1006,2020-09-26,2020-11-18,2020-12-05,2020-12-13,USD,1,0.075,6043.400000000001,2598.6620000000003,AuroMedics Corp,Floor Lamps,Stephen Payne,McKinney,162898,50455,81459,Texas,3444.7380000000003
SO - 0007743,Online,WARE-PUJ1005,2020-06-18,2020-11-18,2020-11-27,2020-12-01,USD,7,0.3,2398.6,1151.328,New Ltd,Serveware,Nicholas Cunningham,Gresham,110553,38773,46956,Oregon,1247.272
SO - 0007744,Online,WARE-NMK1003,2020-06-18,2020-11-18,2020-12-14,2020-12-24,USD,8,0.05,4020.0,2894.4,Pure Group,Mirrors,Shawn Wallace,Greeley,100883,33774,48813,Colorado,1125.6
SO - 0007745,In-Store,WARE-XYS1001,2020-09-26,2020-11-18,2020-11-25,2020-12-05,USD,3,0.1,214.4,137.216,O.E. Ltd,Candles,Adam Hernandez,Garden Grove,175393,46998,58449,California,77.184
SO - 0007746,Online,WARE-UHY1004,2020-09-26,2020-11-18,2020-12-10,2020-12-15,USD,1,0.15,6210.900000000001,2981.232,WakeFern ,Dining Furniture,Shawn Wallace,Brookhaven,489278,161116,87040,New York,3229.6680000000006
SO - 0007747,In-Store,WARE-UHY1004,2020-09-26,2020-11-19,2020-12-11,2020-12-17,USD,6,0.4,2432.1,1167.408,Ohio ,Bakeware,George Lewis,Amherst,125109,49558,68294,New York,1264.692
SO - 0007748,In-Store,WARE-PUJ1005,2020-06-18,2020-11-19,2020-12-05,2020-12-12,USD,6,0.15,201.0,168.84,Rochester Ltd,Wine Storage,Joshua Ryan,The Bronx,1455444,523690,34299,New York,32.16
SO - 0007749,Distributor,WARE-NBV1002,2020-09-26,2020-11-19,2020-11-25,2020-12-02,USD,1,0.075,683.4,362.202,O.E. Ltd,Home Fragrances,Joe Price,Salinas,157380,40892,49840,California,321.198
SO - 0007750,In-Store,WARE-XYS1001,2020-09-26,2020-11-19,2020-11-30,2020-12-06,USD,4,0.3,6271.2,3762.72,OUR Ltd,Wreaths,George Lewis,Fremont,232206,72684,105355,California,2508.48
SO - 0007751,Wholesale,WARE-MKL1006,2020-09-26,2020-11-19,2020-12-03,2020-12-10,USD,2,0.05,911.2,382.704,"Exact-Rx, Corp",Sculptures,Shawn Torres,Richardson,110815,40020,72427,Texas,528.4960000000001
SO - 0007752,Online,WARE-NBV1002,2020-06-18,2020-11-19,2020-11-26,2020-11-27,USD,4,0.075,221.1,159.19199999999998,New Ltd,Candleholders,Shawn Wallace,San Francisco,864816,353287,81294,California,61.908000000000015
SO - 0007753,Distributor,WARE-PUJ1005,2020-09-26,2020-11-19,2020-12-02,2020-12-07,USD,3,0.2,221.1,106.128,"Fenwal, Corp",Outdoor Decor,Joe Price,Dallas,1300092,477249,43781,Texas,114.972
SO - 0007754,Online,WARE-NMK1003,2020-09-26,2020-11-19,2020-12-14,2020-12-19,USD,6,0.15,3999.9,2719.9320000000002,Sundial ,Wall Frames,Paul Holmes,Washington,672228,273390,70848,District of Columbia,1279.9679999999998
SO - 0007755,Wholesale,WARE-PUJ1005,2020-09-26,2020-11-20,2020-12-09,2020-12-12,USD,5,0.05,723.6,376.27200000000005,Sundial ,Clocks,Donald Reynolds,Portland,632309,254167,55003,Oregon,347.328
SO - 0007756,In-Store,WARE-NMK1003,2020-06-18,2020-11-20,2020-11-26,2020-11-28,USD,4,0.05,703.5,323.61,S.S.S. Group,Table Linens,Chris Armstrong,Brandon,106604,40453,56464,Florida,379.89
SO - 0007757,In-Store,WARE-NMK1003,2020-06-18,2020-11-20,2020-12-18,2020-12-21,USD,5,0.2,5406.900000000001,4325.52,Medline ,Pendants,Joshua Little,Olathe,134305,45742,77335,Kansas,1081.38
SO - 0007758,Distributor,WARE-NMK1003,2020-06-18,2020-11-20,2020-12-11,2020-12-21,USD,1,0.05,3088.7000000000003,2192.977,Pacific Ltd,Clocks,Joe Price,Calumet,100453,39770,31332,Indiana,895.7230000000004
SO - 0007759,In-Store,WARE-MKL1006,2020-06-18,2020-11-20,2020-12-08,2020-12-12,USD,6,0.05,207.70000000000002,145.39000000000001,Ole Group,Vanities,Adam Hernandez,Pasadena,153784,49256,48004,Texas,62.31
SO - 0007760,In-Store,WARE-NBV1002,2020-09-26,2020-11-20,2020-12-12,2020-12-13,USD,4,0.075,1333.3,719.982,OUR Ltd,Wardrobes,George Lewis,Richmond,109708,36973,55102,California,613.318
SO - 0007761,Distributor,WARE-NMK1003,2020-09-26,2020-11-20,2020-11-26,2020-12-04,USD,4,0.05,3859.2000000000003,2585.664,OHTA'S Corp,TV and video,Joe Price,Baton Rouge,228590,88476,39876,Louisiana,1273.536
SO - 0007762,In-Store,WARE-PUJ1005,2020-06-18,2020-11-21,2020-12-03,2020-12-11,USD,2,0.2,1139.0,558.11,Wuxi Group,Table Linens,Stephen Payne,Killeen,140806,46952,47763,Texas,580.89
SO - 0007763,In-Store,WARE-UHY1004,2020-09-26,2020-11-21,2020-11-24,2020-11-29,USD,8,0.05,5969.7,3641.517,21st Ltd,Accessories,Jonathan Hawkins,Lincoln,277348,107574,49840,Nebraska,2328.183
SO - 0007764,Distributor,WARE-NMK1003,2020-06-18,2020-11-21,2020-11-28,2020-12-06,USD,2,0.05,1078.7,453.05400000000003,WakeFern ,Wardrobes,Roy Rice,Milton,118844,43510,84039,Illinois,625.646
SO - 0007765,Online,WARE-NMK1003,2020-09-26,2020-11-21,2020-12-12,2020-12-20,USD,8,0.075,1085.4,477.576,Medline ,Serveware,Nicholas Cunningham,Niles (Township),106229,37478,69857,Illinois,607.8240000000001
SO - 0007766,In-Store,WARE-NBV1002,2020-09-26,2020-11-21,2020-12-01,2020-12-04,USD,8,0.075,1139.0,865.64,Nipro ,Vases,Adam Hernandez,Rialto,103132,25199,50971,California,273.36
SO - 0007767,In-Store,WARE-XYS1001,2020-06-18,2020-11-21,2020-11-25,2020-11-29,USD,6,0.075,1842.5,1252.9,Niconovum Corp,Table Lamps,Shawn Cook,Glendale,240126,79152,46776,Arizona,589.5999999999999
SO - 0007768,Wholesale,WARE-MKL1006,2020-09-26,2020-11-21,2020-12-10,2020-12-20,USD,2,0.2,1212.7,582.096,OHTA'S Corp,Serveware,Donald Reynolds,Salt Lake City,192672,75330,47243,Utah,630.604
SO - 0007769,Online,WARE-NMK1003,2020-06-18,2020-11-21,2020-12-15,2020-12-22,USD,7,0.2,6371.7,3249.567,Rochester Ltd,Accessories,Carl Nguyen,Hanover,101296,32297,73620,Illinois,3122.133
SO - 0007770,Wholesale,WARE-XYS1001,2020-09-26,2020-11-21,2020-12-16,2020-12-22,USD,8,0.1,2391.9,956.7600000000001,Mylan Corp,Cookware,Shawn Torres,Long Beach,474140,164406,52783,California,1435.1399999999999
SO - 0007771,In-Store,WARE-PUJ1005,2020-06-18,2020-11-21,2020-11-24,2020-12-03,USD,5,0.075,2211.0,1083.3899999999999,Winthrop ,Bedroom Furniture,George Lewis,New York City,8550405,3113535,53373,New York,1127.6100000000001
SO - 0007772,Distributor,WARE-NMK1003,2020-06-18,2020-11-21,2020-12-19,2020-12-27,USD,4,0.075,227.8,191.352,Wuxi Group,Bar Tools,Joe Price,Hialeah,237069,69219,29249,Florida,36.44800000000001
SO - 0007773,In-Store,WARE-MKL1006,2020-06-18,2020-11-21,2020-11-25,2020-12-03,USD,5,0.1,1139.0,728.96,Wuxi Group,Bedroom Furniture,Shawn Cook,Vancouver,172860,66417,50626,Washington,410.03999999999996
SO - 0007774,Distributor,WARE-NMK1003,2020-09-26,2020-11-21,2020-12-13,2020-12-14,USD,5,0.1,2566.1,1539.6599999999999,ETUDE Ltd,Rugs,Patrick Graham,Overland Park,186515,74830,72463,Kansas,1026.44
SO - 0007775,Distributor,WARE-NMK1003,2020-09-26,2020-11-22,2020-11-28,2020-12-05,USD,8,0.15,3229.4,1679.288,Trigen ,Collectibles,Douglas Tucker,South Bend,101516,39448,34523,Indiana,1550.112
SO - 0007776,Online,WARE-NBV1002,2020-09-26,2020-11-22,2020-12-11,2020-12-18,USD,4,0.075,241.20000000000002,190.54800000000003,Apollo Ltd,Ornaments,Todd Roberts,Santa Ana,335400,74757,52253,California,50.65199999999999
SO - 0007777,Online,WARE-MKL1006,2020-06-18,2020-11-22,2020-12-11,2020-12-16,USD,4,0.1,891.1,757.435,AuroMedics Corp,Bean Bags,Shawn Wallace,Waco,132356,46719,33147,Texas,133.66500000000008
SO - 0007778,Online,WARE-NMK1003,2020-06-18,2020-11-22,2020-12-18,2020-12-26,USD,4,0.15,5266.2,2211.8039999999996,WakeFern ,Festive,Anthony Torres,New Haven,130322,49771,37192,Connecticut,3054.396
SO - 0007779,Online,WARE-PUJ1005,2020-06-18,2020-11-22,2020-12-11,2020-12-12,USD,1,0.4,3912.8,3012.856,"3LAB, Ltd",Baseball,Roger Alexander,Oyster Bay,298768,98509,112162,New York,899.944
SO - 0007780,Wholesale,WARE-NMK1003,2020-09-26,2020-11-22,2020-12-05,2020-12-08,USD,6,0.15,3966.4,2181.5200000000004,Select ,Home Fragrances,Carlos Miller,Brandon,106604,40453,56464,Florida,1784.8799999999997
SO - 0007781,In-Store,WARE-UHY1004,2020-09-26,2020-11-23,2020-12-19,2020-12-21,USD,5,0.1,1936.3,1064.9650000000001,Wuxi Group,Festive,Joshua Ryan,Shreveport,197204,77500,38583,Louisiana,871.3349999999998
SO - 0007782,Wholesale,WARE-PUJ1005,2020-06-18,2020-11-23,2020-12-06,2020-12-12,USD,7,0.2,6244.400000000001,4433.524,Rochester Ltd,Candles,Donald Reynolds,Knoxville,185291,81073,34226,Tennessee,1810.8760000000002
SO - 0007783,In-Store,WARE-NBV1002,2020-09-26,2020-11-23,2020-12-09,2020-12-15,USD,6,0.1,1118.9,481.127,Weimei Corp,Wine Storage,Joshua Ryan,Roseville,130269,46547,75867,California,637.7730000000001
SO - 0007784,Distributor,WARE-XYS1001,2020-09-26,2020-11-23,2020-11-25,2020-11-26,USD,2,0.075,1112.2,589.466,Ascend Ltd,Rugs,Anthony Torres,Fremont,232206,72684,105355,California,522.734
SO - 0007785,In-Store,WARE-XYS1001,2020-06-18,2020-11-23,2020-11-27,2020-11-30,USD,5,0.2,1139.0,672.01,Wuxi Group,Furniture Cushions,Stephen Payne,Fullerton,140847,45031,65974,California,466.99
SO - 0007786,Online,WARE-PUJ1005,2020-09-26,2020-11-23,2020-11-29,2020-12-04,USD,3,0.05,1755.4,1456.982,"Exact-Rx, Corp",Serveware,Paul Holmes,Islip,336113,101387,86864,New York,298.4180000000001
SO - 0007787,Online,WARE-XYS1001,2020-09-26,2020-11-23,2020-12-20,2020-12-30,USD,6,0.05,1005.0,432.15,OUR Ltd,Candles,Todd Roberts,Ontario,171214,47375,54114,California,572.85
SO - 0007788,Distributor,WARE-NMK1003,2020-09-26,2020-11-23,2020-11-26,2020-12-03,USD,5,0.05,1922.9,999.9080000000001,Llorens Ltd,Collectibles,Douglas Tucker,Naperville,147100,50073,109468,Illinois,922.992
SO - 0007789,Online,WARE-NMK1003,2020-09-26,2020-11-23,2020-12-11,2020-12-19,USD,8,0.2,180.9,135.675,Uriel Group,Wall Coverings,Carl Nguyen,Peoria,115070,47239,45552,Illinois,45.224999999999994
SO - 0007790,In-Store,WARE-UHY1004,2020-09-26,2020-11-23,2020-12-10,2020-12-18,USD,8,0.075,763.8000000000001,389.53800000000007,Winthrop ,Furniture Cushions,Joshua Bennett,Springfield,166810,71268,33557,Missouri,374.262
SO - 0007791,In-Store,WARE-PUJ1005,2020-09-26,2020-11-23,2020-12-13,2020-12-15,USD,6,0.075,1165.8,629.532,"Fenwal, Corp",Candleholders,Adam Hernandez,Providence,179207,61481,37501,Rhode Island,536.2679999999999
SO - 0007792,In-Store,WARE-PUJ1005,2020-06-18,2020-11-24,2020-12-10,2020-12-13,USD,4,0.1,757.1,416.40500000000003,New Ltd,Home Fragrances,Stephen Payne,Oyster Bay,298768,98509,112162,New York,340.695
SO - 0007793,In-Store,WARE-XYS1001,2020-09-26,2020-11-24,2020-12-14,2020-12-21,USD,6,0.075,1822.4,1184.5600000000002,Wuxi Group,Stemware,Joshua Ryan,Los Angeles,3971883,1342761,50205,California,637.8399999999999
SO - 0007794,Wholesale,WARE-NMK1003,2020-06-18,2020-11-24,2020-12-09,2020-12-19,USD,2,0.15,1165.8,582.9,"Fenwal, Corp",Pendants,Carlos Miller,Hollywood,149728,55823,46791,Florida,582.9
SO - 0007795,Online,WARE-PUJ1005,2020-09-26,2020-11-24,2020-12-18,2020-12-22,USD,6,0.4,1105.5,840.1800000000001,Burt's Corp,Festive,Roger Alexander,Huntington,204398,69000,105451,New York,265.31999999999994
SO - 0007796,In-Store,WARE-XYS1001,2020-09-26,2020-11-24,2020-12-19,2020-12-24,USD,8,0.15,1782.2,1497.048,Wuxi Group,Furniture Cushions,Joshua Little,Mesa,471825,168914,48809,Arizona,285.15200000000004
SO - 0007797,Distributor,WARE-NMK1003,2020-06-18,2020-11-24,2020-12-17,2020-12-22,USD,8,0.075,2894.4,2026.08,O.E. Ltd,Home Fragrances,Samuel Fowler,Boise City,218281,86916,50323,Idaho,868.3200000000002
SO - 0007798,Online,WARE-NMK1003,2020-06-18,2020-11-24,2020-11-30,2020-12-06,USD,1,0.4,1085.4,510.13800000000003,Uriel Group,Wreaths,Nicholas Cunningham,New Haven,130322,49771,37192,Connecticut,575.2620000000001
SO - 0007799,Distributor,WARE-PUJ1005,2020-06-18,2020-11-24,2020-12-05,2020-12-06,USD,3,0.075,1112.2,633.954,Ole Group,Cookware,Samuel Fowler,Hempstead (Town),771018,241539,94999,New York,478.2460000000001
SO - 0007800,In-Store,WARE-UHY1004,2020-09-26,2020-11-24,2020-12-19,2020-12-20,USD,7,0.075,891.1,454.461,"3LAB, Ltd",Wine Storage,Joshua Bennett,Elizabeth,129007,39433,43568,New Jersey,436.639
SO - 0007801,In-Store,WARE-PUJ1005,2020-06-18,2020-11-24,2020-12-20,2020-12-28,USD,1,0.4,2673.3,1256.451,Eminence Corp,Wall Coverings,Jonathan Hawkins,College Station,107889,36175,34186,Texas,1416.8490000000002
SO - 0007802,Wholesale,WARE-XYS1001,2020-06-18,2020-11-24,2020-12-07,2020-12-10,USD,6,0.4,1963.1000000000001,1668.635,WakeFern ,Vases,Carlos Miller,Lancaster,161103,47427,47225,California,294.46500000000015
